treat,buttonpresses,bpressestest,age,gender,education,conscientious1,conscientious2_r,conscientious3,conscientious4,agreeable1,agreeable2_r,neurotic1,neurotic2_r,open1_r,open2,extraversion1_r,extraversion2,altruism1,altruism2,risk1,posreciprocity1,posreciprocity2,socialcomp1,socialcomp2_r,socialcomp3,competition1,competition2,competition3,competition4,risks5,risks6,risks8,risks9,risks12,risks13,risks15,risks16,risks20,risks21,risks23,risks24,risks27,risks28,risks30,risks31,loss1,loss_change,treat_1,treat_2,treat_3,treat_4,treat_5,treat_6,treat_7
3,2114,52,30,0,4,4,4,4,4,4,4,5,5,4,4,5,5,600,9,8,6,6,5,4,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,1,0,0,0,0
2,1887,50,41,0,5,4,4,3,4,4,4,5,5,5,5,4,3,600,6,8,4,6,4,5,5,4,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,1,0,0,0,0,0
6,2397,0,35,0,5,5,5,5,5,5,5,5,5,5,5,5,5,500,10,10,2,10,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,0
1,2000,59,61,0,4,5,2,4,5,2,4,4,2,1,5,2,4,160,10,7,2,9,5,1,4,5,1,5,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0
7,1500,58,33,0,4,3,4,2,1,5,4,3,1,4,5,5,3,800,9,7,6,9,5,2,3,5,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1
4,1556,53,59,0,5,5,1,5,5,5,1,4,2,2,4,4,5,250,10,3,5,10,5,4,3,4,4,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0
5,1843,80,47,0,5,5,1,5,5,3,1,5,1,2,3,5,4,50,10,2,4,10,1,5,1,3,3,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0
2,402,1,33,0,4,4,1,3,4,5,4,2,4,3,4,4,3,100,8,8,1,6,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0
4,1934,36,60,1,4,4,2,4,4,4,2,3,2,4,4,3,4,100,7,8,1,7,5,4,4,5,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,0
7,1676,23,24,1,4,4,4,5,3,5,3,3,5,4,4,4,4,100,9,7,4,9,5,3,4,5,4,3,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
5,991,31,30,1,4,3,2,3,3,3,4,2,4,3,3,3,4,1000,8,5,4,5,4,3,4,3,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,1,0,0
6,2790,70,39,0,5,4,2,3,5,4,1,5,2,3,4,2,4,100,8,7,4,10,4,4,3,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0
1,2104,47,42,1,4,5,3,3,3,5,4,2,5,2,5,4,5,250,6,7,1,8,5,3,4,4,4,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0
3,2705,3,51,0,5,5,1,5,5,5,1,5,1,5,5,5,5,500,10,10,6,10,5,4,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,1,0,0,0,0
2,2318,69,43,1,2,5,1,5,5,2,4,1,5,4,2,4,1,0,6,7,6,8,5,1,4,4,2,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0
3,1904,49,30,0,5,5,5,5,4,5,3,3,5,4,4,5,3,1600,3,4,1,3,3,4,3,4,3,4,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0
4,2326,56,48,1,1,5,1,5,5,1,4,2,4,4,2,3,2,50,8,2,5,9,3,2,3,5,3,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0
5,2318,69,41,1,4,5,2,4,5,1,4,2,4,1,5,5,1,250,10,2,6,9,4,2,4,5,4,5,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0
6,1502,8,32,0,4,5,4,3,4,3,3,5,4,4,5,4,4,600,9,7,1,5,4,3,2,3,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
1,1900,74,35,1,4,5,2,5,5,4,3,4,2,1,5,3,4,0,10,3,5,8,2,4,2,3,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0
6,1001,0,35,0,5,5,4,5,5,4,5,5,5,5,5,3,5,5,10,10,3,10,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
7,563,34,35,0,4,5,1,4,3,5,1,4,1,5,4,3,4,1000,7,5,1,4,5,4,5,4,5,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,1
3,1000,40,34,1,5,4,4,4,4,3,5,4,4,3,3,4,4,1000,9,7,4,8,5,4,4,3,4,5,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0
4,1627,49,35,0,4,4,5,5,4,5,5,5,4,4,4,5,5,1600,9,8,5,9,5,5,4,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0
1,708,1,31,0,4,4,4,3,3,3,3,3,3,4,4,4,4,600,8,8,0,8,3,4,3,4,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
5,2095,20,60,1,4,5,1,5,5,5,1,5,1,1,5,1,5,300,10,10,1,10,1,5,1,5,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0
2,2019,13,34,1,4,4,3,5,4,5,4,4,4,4,4,4,4,600,6,8,2,8,4,3,4,3,4,5,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0
2,2388,35,32,1,4,4,2,5,5,4,3,5,2,4,5,1,5,0,6,5,1,6,4,3,4,5,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0
3,301,0,32,0,1,1,1,2,2,2,2,2,2,1,1,1,1,1500,0,3,2,2,1,2,1,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0
6,706,51,30,0,5,2,3,4,4,3,3,4,3,4,4,2,4,1200,5,6,4,7,3,2,4,5,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,1,0
7,802,25,36,0,4,3,3,4,4,4,4,4,4,5,5,4,5,600,7,6,2,8,4,3,5,4,5,5,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1
5,1696,38,51,1,5,4,4,4,3,3,3,3,4,4,3,4,3,1000,7,9,2,8,3,3,4,4,3,4,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,1,0,0
4,1822,0,35,0,4,4,5,5,5,5,5,4,5,5,5,5,5,1500,9,10,5,9,5,4,5,5,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0
1,2524,46,60,0,4,4,1,5,4,4,2,4,2,3,5,2,4,600,9,7,1,9,4,3,4,5,5,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0
4,787,57,25,0,4,3,4,3,4,3,3,5,4,4,5,2,2,1500,7,9,5,8,5,4,3,2,3,5,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0
1,1903,6,39,0,3,5,4,4,4,3,1,3,2,5,3,4,3,200,8,9,1,8,4,5,4,3,4,5,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0
2,2500,60,43,0,5,4,4,5,3,3,3,4,4,2,5,4,2,100,6,1,2,8,4,3,3,3,3,3,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0
5,852,19,36,0,5,4,4,5,5,5,5,5,5,4,4,4,4,1000,6,9,4,10,4,5,4,5,4,5,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0
7,1531,33,50,1,4,4,4,4,5,5,4,4,5,5,4,4,5,600,9,10,4,8,4,5,4,4,5,4,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
3,2106,21,37,0,1,2,3,4,4,4,4,4,2,4,4,4,4,600,8,5,3,6,5,4,4,4,4,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0
7,647,3,24,1,4,4,3,4,3,4,4,4,3,4,4,4,4,200,8,8,2,7,4,3,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1
3,2116,59,25,0,4,3,5,1,4,3,3,2,4,4,3,1,2,600,9,5,3,3,5,4,2,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
1,1431,25,73,1,3,4,1,4,4,4,2,3,2,1,3,4,4,600,6,5,4,8,4,4,2,3,4,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0
2,2608,59,42,0,5,4,2,5,4,5,4,4,2,4,4,4,2,100,8,8,4,9,5,4,2,4,4,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0
6,2100,27,46,1,4,2,3,3,4,4,3,4,4,5,5,5,4,1000,8,4,5,8,5,4,4,3,4,2,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0
3,200,7,34,0,5,4,4,3,4,3,3,5,5,4,4,4,2,500,8,9,4,8,4,5,4,3,2,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,1,0,0,0,0
1,2361,20,30,0,3,3,3,2,4,4,4,4,4,3,3,3,3,1200,5,7,4,5,2,3,4,3,4,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
7,1000,0,25,0,4,3,4,3,2,2,1,2,4,4,3,3,4,1,3,1,0,3,2,4,2,3,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,1
6,305,4,25,1,4,4,4,4,3,4,4,5,3,5,3,4,5,67,8,9,4,10,3,4,4,4,3,3,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0
2,2109,63,42,0,3,4,2,4,4,4,2,4,2,2,4,4,2,600,8,6,6,8,3,4,2,3,4,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0
2,1246,41,62,1,6,4,5,5,5,4,5,5,5,4,4,5,4,1560,9,8,4,10,5,5,5,4,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,1,0,0,0,0,0
7,1643,27,36,0,3,4,2,5,4,3,3,2,3,3,3,4,2,600,10,7,4,10,4,3,1,3,3,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1
5,808,4,56,1,5,3,2,3,2,3,2,4,4,5,3,4,1,800,6,4,5,7,3,4,5,2,3,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,1,0,0
6,1378,39,42,1,4,5,2,5,5,5,5,3,5,1,5,2,5,0,7,3,5,10,5,1,5,5,5,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,1,0
1,1923,3,66,1,4,5,5,4,4,4,4,4,4,5,3,5,5,1500,10,10,1,10,5,4,5,4,5,4,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0
7,1500,55,36,0,5,4,4,2,5,3,4,4,3,3,3,4,3,800,7,9,3,8,4,3,2,3,4,5,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,1
3,2276,59,29,0,4,4,2,3,5,5,3,2,2,5,1,4,5,450,7,4,3,7,4,5,2,4,4,3,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0
2,2451,3,27,0,4,4,1,5,4,5,2,4,2,4,4,2,4,600,8,9,2,6,4,2,4,2,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,1,0,0,0,0,0
4,2505,47,32,0,4,5,5,4,4,4,4,4,4,5,5,5,5,1000,10,9,4,9,5,4,5,4,5,4,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,1,0,0,0
6,1316,22,32,1,5,3,2,2,1,5,1,4,2,3,3,4,2,500,9,9,2,7,4,3,2,3,2,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,1,0
4,1344,39,26,1,5,5,5,4,4,4,4,4,4,5,3,4,5,800,10,10,6,10,4,5,4,3,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0
5,999,1,31,0,4,4,3,3,4,3,3,4,3,3,4,4,2,1000,8,7,5,7,4,3,3,4,4,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0
1,1000,45,30,0,1,5,1,5,4,2,4,3,2,2,4,4,3,0,5,6,0,7,5,4,3,4,2,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0
2,2021,57,48,1,5,5,2,4,4,3,1,4,2,5,5,1,3,600,9,10,2,10,4,2,5,4,3,4,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0
6,155,44,35,1,5,4,2,5,5,5,2,3,3,4,4,3,3,350,7,5,1,8,4,3,5,4,2,3,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0
3,2003,80,34,0,4,4,2,4,4,4,2,4,2,3,3,2,4,200,9,6,5,9,2,4,2,4,4,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0
7,1493,6,35,0,4,4,4,3,4,3,5,5,3,4,4,4,4,1500,10,8,6,9,4,3,4,5,4,3,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1
5,597,0,35,0,4,5,5,5,4,5,4,4,5,5,5,4,5,500,10,9,3,10,5,5,4,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0
1,1411,27,45,1,1,5,1,5,5,5,1,5,1,2,5,1,5,0,5,6,1,9,4,2,2,5,4,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0
3,473,0,35,0,4,4,5,5,4,4,5,5,5,4,5,5,5,1000,10,10,2,9,5,4,5,5,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0
6,1018,25,32,1,5,3,3,4,3,4,4,4,3,5,4,3,3,1000,8,7,1,9,5,4,5,4,3,4,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
3,2393,47,32,0,5,2,2,4,3,3,2,2,3,3,4,4,3,500,6,4,6,6,2,2,3,4,2,5,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0
5,3011,67,56,0,4,4,2,4,4,4,2,4,2,4,4,4,4,10,8,5,0,9,4,2,4,3,5,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0
1,2357,2,52,0,5,5,4,5,4,3,3,5,4,4,3,4,4,1400,8,10,4,9,4,3,5,4,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,0,0,0
7,697,68,29,1,4,4,2,4,4,4,2,4,2,4,4,4,4,20,9,4,2,8,5,2,4,2,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1
2,1534,0,41,0,4,4,2,4,4,4,4,4,2,4,4,2,5,600,7,10,3,6,5,4,4,4,4,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
4,2315,53,40,1,4,3,4,4,4,3,4,5,2,4,4,4,3,600,8,9,3,8,5,2,4,5,4,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0
3,1989,35,58,0,4,5,5,4,5,4,5,4,5,5,4,5,5,800,10,8,1,10,5,4,5,4,5,4,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0
7,1947,49,56,0,4,4,2,4,4,4,4,5,1,5,4,2,4,900,9,10,2,6,5,4,4,4,4,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1
1,2626,53,48,0,4,4,4,4,5,5,4,5,4,4,4,4,5,1300,10,10,6,10,4,4,4,4,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0
2,2514,52,45,0,4,5,1,5,5,3,2,4,1,1,5,1,4,20,7,5,4,10,1,5,1,5,4,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0
6,2000,42,21,1,5,4,4,3,3,5,3,3,3,4,4,4,4,1200,9,10,1,8,4,5,4,5,3,4,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,1,0
4,241,17,35,0,4,5,5,5,5,5,5,5,5,4,4,5,5,500,10,9,3,10,5,5,5,4,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0
2,2316,33,34,0,4,5,5,5,5,5,5,5,5,5,5,5,5,50,10,10,1,10,5,5,5,4,5,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0
5,1020,15,34,0,4,3,2,4,4,4,4,4,4,5,5,4,2,1600,8,10,3,8,5,5,4,5,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0
7,556,16,33,1,4,5,5,5,5,5,5,5,5,5,5,5,5,500,10,10,5,10,5,5,5,5,5,5,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1
1,204,21,35,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,10,3,10,2,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0
6,2079,62,40,0,4,4,1,4,5,5,1,5,1,3,3,1,4,500,9,7,4,9,5,5,3,3,4,5,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,1,0
3,150,4,32,0,1,1,1,2,2,2,2,2,2,1,1,1,1,1500,1,4,2,2,1,2,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0
1,1079,0,55,0,4,5,5,4,4,4,4,4,4,5,5,5,5,500,10,9,1,10,5,4,5,4,5,4,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0
4,2160,2,35,1,4,3,4,4,4,4,3,3,4,3,5,3,5,750,8,7,4,9,5,4,5,3,4,5,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,1,0,0,0
7,357,39,64,1,5,5,5,5,4,5,5,5,5,5,5,4,5,1500,8,7,4,7,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,1
2,2202,30,40,0,4,5,4,5,4,5,2,5,1,5,4,4,4,600,9,2,4,8,5,2,4,4,5,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0
3,2002,56,30,0,4,5,5,5,5,4,5,5,4,4,5,5,4,800,10,10,5,9,5,4,5,4,5,5,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
6,2418,41,25,0,4,4,2,5,4,4,4,4,2,4,4,2,4,500,7,8,3,9,4,4,4,4,4,5,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0
5,866,3,25,0,5,4,4,4,5,5,5,4,3,3,4,4,5,500,9,8,4,9,4,4,5,4,3,4,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0
5,35,1,35,1,4,3,2,3,2,3,4,3,2,3,2,3,4,1500,6,7,2,5,4,2,3,4,3,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0
1,1600,38,56,1,5,4,2,5,4,5,2,4,3,4,2,5,1,50,7,3,1,9,2,4,2,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0
7,2510,64,36,0,1,3,5,3,4,4,4,5,2,2,5,5,1,50,8,2,3,9,5,3,2,2,3,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1
6,215,21,24,1,5,5,4,5,5,5,5,5,4,4,5,4,5,1000,10,9,1,9,5,4,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,0
3,1724,38,31,0,5,5,5,5,4,4,4,4,4,5,5,4,3,300,8,9,2,7,5,4,4,3,5,4,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
2,2791,54,38,1,4,4,5,5,5,5,2,4,1,4,4,2,4,1100,9,9,4,8,4,2,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,1,0,0,0,0,0
5,1537,24,38,0,1,5,2,4,5,4,1,3,4,1,5,5,1,600,10,3,4,10,2,4,1,1,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0
2,2553,33,42,0,4,5,4,5,4,5,5,5,5,4,4,5,4,1200,10,9,4,10,5,4,5,5,4,5,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0
4,2937,13,40,0,1,4,2,4,4,3,3,4,4,5,3,4,3,500,9,8,3,8,4,3,4,3,4,4,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0
1,2500,24,24,2,3,4,5,3,5,5,1,2,5,2,3,5,1,1200,8,6,4,9,2,5,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0
3,1364,7,40,0,5,4,3,4,3,4,4,4,2,3,2,2,3,100,6,8,1,6,3,4,3,3,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0,0,0,0
7,589,54,25,0,4,4,2,3,3,3,5,3,3,4,2,4,4,1500,7,5,4,7,5,4,3,2,3,4,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1
1,1019,22,67,0,4,3,3,4,4,4,4,4,4,3,3,3,3,600,8,8,0,8,3,4,3,4,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
6,1100,40,57,0,4,2,2,4,3,3,4,4,3,3,4,4,3,600,10,10,6,10,4,3,5,4,3,2,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
4,202,51,35,0,5,5,5,5,5,5,5,5,5,5,3,3,5,5,10,10,4,10,5,5,5,5,5,5,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
7,2497,0,35,0,4,5,5,5,5,5,5,5,5,5,5,5,5,500,10,10,2,10,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1
2,1286,21,35,1,5,4,4,5,2,3,3,5,2,3,3,4,5,200,7,8,3,7,4,3,5,3,4,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0
3,2000,70,29,1,1,5,1,4,5,5,1,5,1,1,5,5,1,0,10,0,4,10,1,5,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0
5,1519,26,30,1,5,4,3,4,4,4,3,3,5,3,4,5,4,1200,9,7,6,6,4,2,3,3,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,1,0,0
4,22,0,35,0,4,5,5,5,5,4,4,5,5,4,4,5,5,1000,0,10,2,10,5,4,5,5,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0
7,167,0,35,0,5,4,4,5,5,4,5,5,5,4,4,5,4,500,9,10,4,10,5,5,4,5,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1
2,2301,1,56,0,4,4,4,4,4,4,4,4,4,4,4,5,4,600,9,7,1,8,5,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0
6,2591,59,36,0,4,3,2,4,4,4,1,4,2,5,4,2,4,200,8,7,4,9,3,4,2,4,5,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,1,0
5,2021,2,35,0,4,3,2,4,4,3,5,4,4,3,4,4,3,1500,10,9,5,10,5,5,4,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,1,0,0
3,1100,58,33,1,5,3,4,3,5,4,4,5,4,4,4,3,4,1000,7,7,6,9,5,3,4,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0,0,0,0
2,2001,10,25,0,1,5,2,4,4,5,1,4,3,2,4,4,2,0,6,8,2,10,4,3,3,4,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0
5,2081,73,30,0,5,5,3,4,4,4,4,4,4,3,5,3,4,1600,4,4,1,5,3,4,3,4,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0
